EMP_ID,EMPLOYEE_NAME,DISTRICT_ID,DISTRICT_NAME,ZIPCODE,HIREDATE,HIGHEST_EARNED_DEGREE,IS_ADMIN,IS_TEACHER,EDU_EMAIL,PREVIOUS_EXPERIENCE_YEARS,years_of_service,total_experience,seniority_level,promotion_eligible,TAX_YEAR,REG_PAY,OVERTIME_PAY,OTHER_PAY,TOTAL_BENEFITS,total_compensation,DATE_LAST_CALC,_gold_ingested_at
11127,Evan Drinker,4,San Francisco Unified,94104,2006-02-11,Bachelor   ,TRUE,FALSE,edrink43@k12.ca.edu,5,20,25,Senior,TRUE,2014,94901,0,9299,15925,120125,2014-12-18,2026-05-02 17:38:12
11131,Marci Montello,4,San Francisco Unified,94104,1997-03-31,Bachelor   ,FALSE,TRUE,mmonte32@k12.ca.edu,3,29,32,Senior,TRUE,2014,56933,0,3821,15465,76219,2014-11-14,2026-05-02 17:38:12
11135,Anders Yegul,4,San Francisco Unified,94104,2006-03-20,Bachelor   ,FALSE,TRUE,ayegul33@k12.ca.edu,2,20,22,Senior,TRUE,2014,31861,0,12841,9563,54265,2015-01-01,2026-05-02 17:38:12
11146,Titus Thurber,1,Ontario-Montclair,91763,2010-05-28,Master     ,FALSE,TRUE,tthurb11@k12.ca.edu,4,15,19,Mid-Senior,TRUE,2014,89195,0,700,19132,109027,2015-02-27,2026-05-02 17:38:12
11151,Cristionna Castagna,1,Ontario-Montclair,91763,2011-02-06,Bachelor   ,FALSE,TRUE,ccasta39@k12.ca.edu,4,15,19,Mid-Senior,TRUE,2014,87678,0,1205,14433,103316,2015-05-21,2026-05-02 17:38:12
11157,Feodor Heymann,4,San Francisco Unified,94104,2012-05-31,Bachelor   ,FALSE,TRUE,fheyma93@k12.ca.edu,3,13,16,Mid-Senior,TRUE,2014,67367,0,15402,8137,90906,2015-01-03,2026-05-02 17:38:12
11159,Piggy Springer,4,San Francisco Unified,94104,1995-10-06,Bachelor   ,FALSE,TRUE,psprin11@k12.ca.edu,3,30,33,Senior,TRUE,2014,57696,0,11913,13190,82799,2014-11-20,2026-05-02 17:38:12
11162,Bridget Routledge,4,San Francisco Unified,94104,1997-08-16,Bachelor   ,FALSE,TRUE,broutl22@k12.ca.edu,1,28,29,Senior,TRUE,2014,23961,0,3365,2330,29656,2015-04-08,2026-05-02 17:38:12
11167,Georas Blanc,4,San Francisco Unified,94104,1993-11-18,Bachelor   ,FALSE,TRUE,gblanc67@k12.ca.edu,3,32,35,Senior,TRUE,2014,51963,0,12527,12738,77228,2014-11-27,2026-05-02 17:38:12
11168,Jecho Deitcher,1,Ontario-Montclair,91763,2010-08-09,High School,FALSE,FALSE,jdeitc9@k12.ca.edu,2,15,17,Mid-Senior,TRUE,2014,43899,249,163,11723,56034,2015-08-28,2026-05-02 17:38:12
11172,Gianna Ramella,1,Ontario-Montclair,91763,2012-12-29,Bachelor   ,FALSE,TRUE,gramel7@k12.ca.edu,3,13,16,Mid-Senior,TRUE,2014,67436,0,1167,11924,80527,2014-12-02,2026-05-02 17:38:12
11174,Vilma Bird,4,San Francisco Unified,94104,1992-06-14,Bachelor   ,FALSE,TRUE,vbird73@k12.ca.edu,1,33,34,Senior,TRUE,2014,19227,0,3903,4239,27369,2015-09-12,2026-05-02 17:38:12
11176,Fair Halperin,4,San Francisco Unified,94104,1999-09-18,Bachelor   ,FALSE,TRUE,fhalpe97@k12.ca.edu,3,26,29,Senior,TRUE,2014,51984,0,15335,12969,80288,2015-08-16,2026-05-02 17:38:12
11181,Rorie Rodgers,2,Compton Unified,90059,2014-01-23,Master     ,FALSE,TRUE,rrodge69@k12.ca.edu,4,12,16,Mid-Senior,TRUE,2014,82046,1867,0,13735,97648,2015-09-03,2026-05-02 17:38:12
11183,Stephana Kennett,1,Ontario-Montclair,91763,1998-01-14,Master     ,FALSE,TRUE,skenne89@k12.ca.edu,4,28,32,Senior,TRUE,2014,87335,0,5428,7953,100716,2015-02-05,2026-05-02 17:38:12
11185,Emelda Mo,4,San Francisco Unified,94104,2000-12-15,Bachelor   ,TRUE,FALSE,emo76@k12.ca.edu,5,25,30,Senior,TRUE,2014,93704,0,7213,15871,116788,2015-09-10,2026-05-02 17:38:12
11186,Kristel Farabella,4,San Francisco Unified,94104,1999-05-05,Bachelor   ,TRUE,FALSE,kfarab55@k12.ca.edu,4,26,30,Senior,TRUE,2014,80045,0,6517,16296,102858,2015-05-01,2026-05-02 17:38:12
11199,Harmony Gambale,4,San Francisco Unified,94104,1992-08-24,Bachelor   ,FALSE,TRUE,hgamba43@k12.ca.edu,2,33,35,Senior,TRUE,2014,36927,0,5619,10759,53305,2015-05-24,2026-05-02 17:38:12
11210,Kipp French,4,San Francisco Unified,94104,1997-03-06,Bachelor   ,FALSE,TRUE,kfrenc87@k12.ca.edu,1,29,30,Senior,TRUE,2014,14262,0,2899,2148,19309,2015-08-10,2026-05-02 17:38:12
11215,Skipp Mcnealy,1,Ontario-Montclair,91763,2005-09-13,Master     ,FALSE,TRUE,smcnea43@k12.ca.edu,4,20,24,Senior,TRUE,2014,88265,0,1776,22950,112991,2015-07-31,2026-05-02 17:38:12
11216,Chrissy Boatman,1,Ontario-Montclair,91763,2011-08-14,Master     ,FALSE,TRUE,cboatm98@k12.ca.edu,4,14,18,Mid-Senior,TRUE,2014,89195,0,2895,13673,105763,2015-07-29,2026-05-02 17:38:12
11222,Danyette Bonner,2,Compton Unified,90059,2001-11-19,Bachelor   ,TRUE,FALSE,dbonne7@k12.ca.edu,6,24,30,Senior,TRUE,2014,116092,0,0,18836,134928,2015-01-04,2026-05-02 17:38:12
11225,Marianna Horah,2,Compton Unified,90059,2010-03-19,Bachelor   ,FALSE,TRUE,mhorah15@k12.ca.edu,3,16,19,Mid-Senior,TRUE,2014,51788,0,0,9326,61114,2015-02-15,2026-05-02 17:38:12
11232,Wayland Douthart,3,Beverly Hills Unified,90212,2014-12-08,Master     ,FALSE,TRUE,wdouth85@k12.ca.edu,5,11,16,Mid-Senior,TRUE,2014,90316,0,0,14765,105081,2015-06-09,2026-05-02 17:38:12
11233,Baldwin Lanzarotta,4,San Francisco Unified,94102,2001-08-12,Bachelor   ,TRUE,FALSE,blanza98@k12.ca.edu,5,24,29,Senior,TRUE,2014,98685,0,6397,19244,124326,2014-11-27,2026-05-02 17:38:12
11244,Dominique Seoh,2,Compton Unified,90059,2013-04-13,Master     ,FALSE,TRUE,dseoh3@k12.ca.edu,5,13,18,Mid-Senior,TRUE,2014,91248,6188,0,11562,108998,2015-03-30,2026-05-02 17:38:12
11246,Lanie Turrall,1,Ontario-Montclair,91763,2005-12-19,Master     ,FALSE,TRUE,lturra19@k12.ca.edu,4,20,24,Senior,TRUE,2014,86405,0,1039,14328,101772,2015-09-08,2026-05-02 17:38:12
11248,Brian Pick,2,Compton Unified,90059,2008-12-30,Master     ,FALSE,TRUE,bpick10@k12.ca.edu,4,17,21,Mid-Senior,TRUE,2014,79388,556,0,18591,98535,2014-11-21,2026-05-02 17:38:12
11249,Allys Meitzen,2,Compton Unified,90059,2004-12-17,Master     ,FALSE,TRUE,ameitz96@k12.ca.edu,4,21,25,Senior,TRUE,2014,80886,858,0,16330,98074,2015-08-09,2026-05-02 17:38:12
11250,Dallas Chaichian,4,San Francisco Unified,94102,1992-12-25,Bachelor   ,FALSE,TRUE,dchaic2@k12.ca.edu,3,33,36,Senior,TRUE,2014,69276,0,13921,14193,97390,2015-06-07,2026-05-02 17:38:12
11260,Sonia Severence,4,San Francisco Unified,94102,2010-06-24,Bachelor   ,FALSE,TRUE,ssever69@k12.ca.edu,2,15,17,Mid-Senior,TRUE,2014,45123,0,10422,11982,67527,2015-03-23,2026-05-02 17:38:12
11275,Flor Pulliam,4,San Francisco Unified,94102,2004-12-12,Bachelor   ,TRUE,FALSE,fpulli59@k12.ca.edu,1,21,22,Senior,TRUE,2014,25904,0,0,5074,30978,2014-12-01,2026-05-02 17:38:12
11285,Arnie Ghildyal,4,San Francisco Unified,94102,1999-06-10,Bachelor   ,FALSE,TRUE,aghild17@k12.ca.edu,3,26,29,Senior,TRUE,2014,61642,0,9108,13280,84030,2015-06-20,2026-05-02 17:38:12
11286,Orv Ehrendorfer,4,San Francisco Unified,94102,2007-05-07,Bachelor   ,TRUE,FALSE,oehren24@k12.ca.edu,5,18,23,Mid-Senior,TRUE,2014,102722,0,10709,19635,133066,2015-08-25,2026-05-02 17:38:12
11290,Constantine Barber,2,Compton Unified,90059,2001-02-12,Master     ,FALSE,TRUE,cbarbe26@k12.ca.edu,5,25,30,Senior,TRUE,2014,93412,6265,0,15078,114755,2015-08-11,2026-05-02 17:38:12
11296,Eli Holowinsky,4,San Francisco Unified,94102,2003-06-24,High School,FALSE,FALSE,eholow61@k12.ca.edu,2,22,24,Senior,TRUE,2014,34055,983,8897,24634,68569,2015-02-03,2026-05-02 17:38:12
11301,Dicky Hardacre,2,Compton Unified,90059,1994-03-15,Master     ,FALSE,TRUE,dharda48@k12.ca.edu,4,32,36,Senior,TRUE,2014,88485,863,0,10885,100233,2015-02-06,2026-05-02 17:38:12
11304,Edwin Bourland,1,Ontario-Montclair,91763,1991-08-20,Bachelor   ,FALSE,TRUE,ebourl86@k12.ca.edu,2,34,36,Senior,TRUE,2014,36132,0,379,7245,43756,2014-12-15,2026-05-02 17:38:12
11305,Brendon Berezovski,4,San Francisco Unified,94102,2015-01-04,Master     ,FALSE,TRUE,bberez89@k12.ca.edu,4,11,15,Mid-Senior,TRUE,2014,73548,0,16474,18091,108113,2015-02-19,2026-05-02 17:38:12
11309,Imogen Jeffries,3,Beverly Hills Unified,90212,1992-07-12,Bachelor   ,FALSE,TRUE,ijeffr45@k12.ca.edu,2,33,35,Senior,TRUE,2014,33968,0,0,3467,37435,2015-04-06,2026-05-02 17:38:12
11312,Kittie Gupta,1,Ontario-Montclair,91763,2010-07-20,Master     ,FALSE,TRUE,kgupta44@k12.ca.edu,4,15,19,Mid-Senior,TRUE,2014,87335,0,1760,7953,97048,2015-05-05,2026-05-02 17:38:12
11316,Ernestus Delvecchio,1,Ontario-Montclair,91763,2000-01-07,Bachelor   ,FALSE,TRUE,edelve54@k12.ca.edu,2,26,28,Senior,TRUE,2014,33864,0,3023,8351,45238,2015-08-23,2026-05-02 17:38:12
11323,Dyna Stephenson,2,Compton Unified,90059,1995-07-12,Bachelor   ,FALSE,TRUE,dsteph1@k12.ca.edu,4,30,34,Senior,TRUE,2014,71579,70,0,9397,81046,2015-03-10,2026-05-02 17:38:12
11326,Klemens Hotchkiss,3,Beverly Hills Unified,90212,1994-01-17,Bachelor   ,FALSE,FALSE,khotch76@k12.ca.edu,2,32,34,Senior,TRUE,2014,38970,1548,1810,12114,54442,2015-01-14,2026-05-02 17:38:12
11328,Martainn Lecar,1,Ontario-Montclair,91763,1998-07-29,Bachelor   ,FALSE,TRUE,mlecar87@k12.ca.edu,3,27,30,Senior,TRUE,2014,57430,0,1453,4978,63861,2015-09-02,2026-05-02 17:38:12
11333,Ward Rish,4,San Francisco Unified,94102,1997-04-08,Bachelor   ,FALSE,TRUE,wrish83@k12.ca.edu,3,29,32,Senior,TRUE,2014,59804,0,7257,12963,80024,2015-06-11,2026-05-02 17:38:12
11334,Mehetabel Berezovski,4,San Francisco Unified,94102,2005-01-21,High School,FALSE,FALSE,mberez14@k12.ca.edu,2,21,23,Senior,TRUE,2014,35704,0,8422,24161,68287,2015-03-24,2026-05-02 17:38:12
11343,Brennen Mulloy,3,Beverly Hills Unified,90212,2002-08-26,Bachelor   ,FALSE,TRUE,bmullo47@k12.ca.edu,1,23,24,Senior,TRUE,2014,23099,0,0,4926,28025,2014-11-30,2026-05-02 17:38:12
11344,Vin Alesina,2,Compton Unified,90059,1994-06-10,Bachelor   ,TRUE,FALSE,valesi2@k12.ca.edu,3,31,34,Senior,TRUE,2014,63263,0,0,13945,77208,2015-08-29,2026-05-02 17:38:12
11350,Ronald Drago,4,San Francisco Unified,94102,2000-11-01,Bachelor   ,FALSE,TRUE,rdrago57@k12.ca.edu,3,25,28,Senior,TRUE,2014,53012,0,7606,12413,73031,2015-08-17,2026-05-02 17:38:12
11356,Esme Herbert,4,San Francisco Unified,94102,1993-05-14,Bachelor   ,TRUE,FALSE,eherbe6@k12.ca.edu,3,32,35,Senior,TRUE,2014,67831,0,15484,13229,96544,2015-01-01,2026-05-02 17:38:12
11359,Ellene Wakeham,4,San Francisco Unified,94102,2005-09-25,Bachelor   ,FALSE,TRUE,ewakeh24@k12.ca.edu,4,20,24,Senior,TRUE,2014,71967,0,27252,15708,114927,2014-12-02,2026-05-02 17:38:12
11361,Huntley Astromoff,1,Ontario-Montclair,91762,2006-02-02,Master     ,FALSE,TRUE,hastro89@k12.ca.edu,4,20,24,Senior,TRUE,2014,85475,0,1060,18825,105360,2015-01-30,2026-05-02 17:38:12
11364,Auguste Soler,1,Ontario-Montclair,91762,2010-03-09,Master     ,FALSE,TRUE,asoler60@k12.ca.edu,4,16,20,Mid-Senior,TRUE,2014,84545,0,1300,14175,100020,2015-01-01,2026-05-02 17:38:12
11367,Druci Guerrini,1,Ontario-Montclair,91762,2007-07-20,Master     ,FALSE,TRUE,dguerr39@k12.ca.edu,4,18,22,Mid-Senior,TRUE,2014,72109,0,781,21553,94443,2014-11-14,2026-05-02 17:38:12
11370,Jaime Battson,2,Compton Unified,90059,2010-04-15,Bachelor   ,FALSE,TRUE,jbatts63@k12.ca.edu,4,16,20,Mid-Senior,TRUE,2014,77699,316,0,6604,84619,2015-07-11,2026-05-02 17:38:12
11373,Consalve Samadi,4,San Francisco Unified,94102,2009-04-10,Bachelor   ,FALSE,TRUE,csamad16@k12.ca.edu,2,17,19,Mid-Senior,TRUE,2014,44276,0,11950,12037,68263,2015-03-11,2026-05-02 17:38:12
11376,Lane Eckehard,4,San Francisco Unified,94102,2001-02-24,Bachelor   ,FALSE,TRUE,leckeh5@k12.ca.edu,1,25,26,Senior,TRUE,2014,25058,0,6434,7153,38645,2014-12-03,2026-05-02 17:38:12
11384,Quinta Huberman,4,San Francisco Unified,94102,2013-02-02,Bachelor   ,TRUE,FALSE,qhuber73@k12.ca.edu,3,13,16,Mid-Senior,TRUE,2014,63144,0,11930,14333,89407,2014-11-16,2026-05-02 17:38:12
11385,Tricia Lechten,1,Ontario-Montclair,91762,2000-11-13,Master     ,FALSE,TRUE,tlecht98@k12.ca.edu,4,25,29,Senior,TRUE,2014,76076,0,629,21880,98585,2014-11-19,2026-05-02 17:38:12
11387,Berk Traxler,4,San Francisco Unified,94102,1995-10-30,Bachelor   ,TRUE,FALSE,btraxl41@k12.ca.edu,4,30,34,Senior,TRUE,2014,79292,0,17045,38032,134369,2015-05-09,2026-05-02 17:38:12
11391,Ula Russel,1,Ontario-Montclair,91762,2006-05-12,Master     ,FALSE,TRUE,urusse0@k12.ca.edu,4,19,23,Mid-Senior,TRUE,2014,89195,0,1582,13673,104450,2015-03-05,2026-05-02 17:38:12
11394,Prinz Shalala,1,Ontario-Montclair,91762,2010-01-02,Master     ,FALSE,TRUE,pshala8@k12.ca.edu,4,16,20,Mid-Senior,TRUE,2014,86748,0,996,13417,101161,2015-09-10,2026-05-02 17:38:12
11401,Dedie Lambert,3,Beverly Hills Unified,90212,2013-07-23,Bachelor   ,FALSE,TRUE,dlambe1@k12.ca.edu,3,12,15,Mid-Senior,TRUE,2014,54012,0,0,8656,62668,2014-12-23,2026-05-02 17:38:12
11403,Hadrian Jordan,2,Compton Unified,90059,2005-12-22,Bachelor   ,FALSE,TRUE,hjorda55@k12.ca.edu,1,20,21,Senior,TRUE,2014,25408,35,0,4249,29692,2014-12-17,2026-05-02 17:38:12
11410,Peter Dohrmann,2,Compton Unified,90059,1995-05-16,Doctorate  ,FALSE,TRUE,pdohrm0@k12.ca.edu,5,30,35,Senior,TRUE,2014,98499,14165,0,18957,131621,2015-03-03,2026-05-02 17:38:12
11413,Zara Hertzmark,4,San Francisco Unified,94102,2009-07-25,Bachelor   ,FALSE,TRUE,zhertz60@k12.ca.edu,4,16,20,Mid-Senior,TRUE,2014,71626,0,18864,15001,105491,2015-03-16,2026-05-02 17:38:12
11415,Sharona Horgan,4,San Francisco Unified,94102,2004-07-11,Bachelor   ,FALSE,TRUE,shorga91@k12.ca.edu,3,21,24,Senior,TRUE,2014,66218,0,21503,14754,102475,2015-08-26,2026-05-02 17:38:12
11418,Lynnell Garboczi,4,San Francisco Unified,94102,1996-01-16,Bachelor   ,TRUE,FALSE,lgarbo13@k12.ca.edu,5,30,35,Senior,TRUE,2014,103270,0,9265,16871,129406,2015-01-29,2026-05-02 17:38:12
11419,Frederigo Nahf,4,San Francisco Unified,94102,2002-11-17,Bachelor   ,FALSE,TRUE,fnahf97@k12.ca.edu,3,23,26,Senior,TRUE,2014,58053,0,10348,16089,84490,2015-08-04,2026-05-02 17:38:12
11434,Adrienne Ehrenfreund,1,Ontario-Montclair,91762,2003-09-21,Master     ,FALSE,TRUE,aehren41@k12.ca.edu,4,22,26,Senior,TRUE,2014,85818,0,678,18853,105349,2015-08-14,2026-05-02 17:38:12
11437,Hermie Babyonyshev,2,Compton Unified,90059,2009-03-13,Master     ,FALSE,TRUE,hbabyo67@k12.ca.edu,5,17,22,Mid-Senior,TRUE,2014,95397,5405,0,15165,115967,2015-07-15,2026-05-02 17:38:12
11438,Halsy Head-flanagan,4,San Francisco Unified,94102,1991-06-14,Master     ,FALSE,TRUE,hhead-86@k12.ca.edu,5,34,39,Senior,TRUE,2014,100694,0,11584,16810,129088,2015-05-13,2026-05-02 17:38:12
11439,Olly Maruca,4,San Francisco Unified,94102,1993-10-25,Bachelor   ,TRUE,FALSE,omaruc93@k12.ca.edu,2,32,34,Senior,TRUE,2014,47424,352,14194,24266,86236,2015-01-11,2026-05-02 17:38:12
11445,Dalt Kushilevitz,4,San Francisco Unified,94102,2013-08-20,Bachelor   ,FALSE,TRUE,dkushi32@k12.ca.edu,1,12,13,Mid-Senior,TRUE,2014,22304,0,6238,9497,38039,2015-05-31,2026-05-02 17:38:12
11446,Arlina Hoppe,1,Ontario-Montclair,91762,2006-01-26,Bachelor   ,TRUE,FALSE,ahoppe53@k12.ca.edu,5,20,25,Senior,TRUE,2014,105355,0,0,20794,126149,2015-02-13,2026-05-02 17:38:12
11448,Camey Jacobson,4,San Francisco Unified,94102,2015-03-14,Bachelor   ,FALSE,TRUE,cjacob80@k12.ca.edu,1,11,12,Mid-Senior,TRUE,2014,11673,0,1750,6894,20317,2015-01-11,2026-05-02 17:38:12
11449,Rebecca Halberstadt,1,Ontario-Montclair,91762,2010-06-14,Bachelor   ,TRUE,FALSE,rhalbe42@k12.ca.edu,3,15,18,Mid-Senior,TRUE,2014,51534,0,5817,12597,69948,2015-01-23,2026-05-02 17:38:12
11457,Benjie Chipman,4,San Francisco Unified,94102,1991-10-25,Bachelor   ,FALSE,TRUE,bchipm71@k12.ca.edu,4,34,38,Senior,TRUE,2014,74413,0,10147,17506,102066,2015-04-21,2026-05-02 17:38:12
11458,Aube De,4,San Francisco Unified,94102,2007-02-28,Bachelor   ,FALSE,TRUE,ade60@k12.ca.edu,3,19,22,Mid-Senior,TRUE,2014,52743,0,10006,12445,75194,2015-05-17,2026-05-02 17:38:12
11462,Bridget Stearns,4,San Francisco Unified,94102,2003-09-01,Bachelor   ,FALSE,TRUE,bstear90@k12.ca.edu,4,22,26,Senior,TRUE,2014,74449,0,9940,16895,101284,2015-02-07,2026-05-02 17:38:12
11468,Goraud Geribo,4,San Francisco Unified,94102,1998-08-30,Bachelor   ,FALSE,TRUE,ggerib54@k12.ca.edu,1,27,28,Senior,TRUE,2014,29024,0,9992,7774,46790,2015-01-13,2026-05-02 17:38:12
11470,Saundra Pintus,4,San Francisco Unified,94102,2007-03-24,Bachelor   ,FALSE,TRUE,spintu54@k12.ca.edu,1,19,20,Mid-Senior,TRUE,2014,11596,0,10879,3948,26423,2014-12-22,2026-05-02 17:38:12
11474,Valli Orfanos,2,Compton Unified,90059,2015-07-01,Master     ,TRUE,FALSE,vorfan52@k12.ca.edu,6,10,16,Mid-Senior,TRUE,2014,115441,0,0,16010,131451,2015-06-14,2026-05-02 17:38:12
11475,Enrichetta Schuler,4,San Francisco Unified,94102,1998-12-22,Master     ,TRUE,FALSE,eschul57@k12.ca.edu,4,27,31,Senior,TRUE,2014,85420,0,12942,18113,116475,2015-04-22,2026-05-02 17:38:12
11479,Gayle Matera,1,Ontario-Montclair,91762,2000-06-02,Bachelor   ,FALSE,TRUE,gmater55@k12.ca.edu,3,25,28,Senior,TRUE,2014,69269,0,3310,6462,79041,2015-01-17,2026-05-02 17:38:12
11491,Durant Witten,2,Compton Unified,90059,2006-11-10,Bachelor   ,TRUE,FALSE,dwitte14@k12.ca.edu,2,19,21,Mid-Senior,TRUE,2014,47430,0,0,6202,53632,2014-11-30,2026-05-02 17:38:12
11504,Gavrielle Hughes-davies,4,San Francisco Unified,94102,2002-05-10,Bachelor   ,FALSE,TRUE,ghughe58@k12.ca.edu,3,23,26,Senior,TRUE,2014,51309,0,14688,13151,79148,2015-06-27,2026-05-02 17:38:12
11512,Charlot Blythe,1,Ontario-Montclair,91762,2004-08-26,Master     ,FALSE,TRUE,cblyth80@k12.ca.edu,4,21,25,Senior,TRUE,2014,80135,0,1513,18385,100033,2015-01-07,2026-05-02 17:38:12
11516,Fawn Tracy,4,San Francisco Unified,94102,1999-06-02,Bachelor   ,FALSE,TRUE,ftracy85@k12.ca.edu,3,26,29,Senior,TRUE,2014,63640,0,15266,6708,85614,2014-12-15,2026-05-02 17:38:12
11521,Gwenora Entler,4,San Francisco Unified,94102,2009-07-08,Bachelor   ,TRUE,FALSE,gentle99@k12.ca.edu,4,16,20,Mid-Senior,TRUE,2014,78211,0,29584,18916,126711,2015-01-18,2026-05-02 17:38:12
11539,Ediva Satumo,1,Ontario-Montclair,91762,2006-12-04,Bachelor   ,FALSE,TRUE,esatum66@k12.ca.edu,3,19,22,Mid-Senior,TRUE,2014,63920,0,2804,11533,78257,2015-01-26,2026-05-02 17:38:12
11541,Candace Staines,4,San Francisco Unified,94102,1992-03-09,Bachelor   ,FALSE,TRUE,cstain20@k12.ca.edu,3,34,37,Senior,TRUE,2014,58799,0,2765,5225,66789,2015-08-23,2026-05-02 17:38:12
11543,Araldo Maciver,4,San Francisco Unified,94102,2010-06-19,Bachelor   ,FALSE,TRUE,amaciv9@k12.ca.edu,2,15,17,Mid-Senior,TRUE,2014,30448,0,4768,7956,43172,2014-12-15,2026-05-02 17:38:12
11550,Adrianna Winny,4,San Francisco Unified,94102,1991-02-16,Bachelor   ,FALSE,TRUE,awinny96@k12.ca.edu,3,35,38,Senior,TRUE,2014,63393,0,12683,13560,89636,2015-02-07,2026-05-02 17:38:12
11552,Towny Wallington,4,San Francisco Unified,94102,2001-11-04,Bachelor   ,FALSE,TRUE,twalli13@k12.ca.edu,2,24,26,Senior,TRUE,2014,38944,0,4980,10983,54907,2015-06-15,2026-05-02 17:38:12
11553,Pamella Wyatt,2,Compton Unified,90059,1997-03-03,Bachelor   ,FALSE,TRUE,pwyatt27@k12.ca.edu,4,29,33,Senior,TRUE,2014,86516,2747,0,7560,96823,2015-04-26,2026-05-02 17:38:12
11558,Avrom Eldred,4,San Francisco Unified,94102,2011-12-14,Bachelor   ,TRUE,FALSE,aeldre32@k12.ca.edu,4,14,18,Mid-Senior,TRUE,2014,76604,0,17118,37477,131199,2015-03-23,2026-05-02 17:38:12
11559,Shepperd Deangelo,3,Beverly Hills Unified,90212,2000-03-20,Bachelor   ,TRUE,FALSE,sdeang82@k12.ca.edu,4,26,30,Senior,TRUE,2014,89960,0,22065,9508,121533,2015-06-25,2026-05-02 17:38:12
11560,Nanny Ruchames,4,San Francisco Unified,94102,2004-01-27,Bachelor   ,TRUE,FALSE,nrucha54@k12.ca.edu,4,22,26,Senior,TRUE,2014,72442,0,9273,18182,99897,2015-01-30,2026-05-02 17:38:12
11567,Winfred Thibault,4,San Francisco Unified,94102,2002-12-28,Bachelor   ,FALSE,TRUE,wthiba14@k12.ca.edu,3,23,26,Senior,TRUE,2014,59519,0,10928,7091,77538,2015-06-26,2026-05-02 17:38:12
11568,Jarrad Martinez,4,San Francisco Unified,94102,1995-05-31,Bachelor   ,FALSE,TRUE,jmarti58@k12.ca.edu,3,30,33,Senior,TRUE,2014,55672,0,5945,12494,74111,2014-12-30,2026-05-02 17:38:12
11580,Celisse Nuwayser,4,San Francisco Unified,94102,1992-11-06,Bachelor   ,FALSE,TRUE,cnuway21@k12.ca.edu,3,33,36,Senior,TRUE,2014,54360,0,12168,12688,79216,2015-05-17,2026-05-02 17:38:12
11585,Hillier Feynman,4,San Francisco Unified,94102,2012-08-04,Bachelor   ,TRUE,FALSE,hfeynm71@k12.ca.edu,2,13,15,Mid-Senior,TRUE,2014,45927,632,3935,20521,71015,2015-07-23,2026-05-02 17:38:12
11586,Trixi Dethridge,1,Ontario-Montclair,91762,2002-02-21,Master     ,FALSE,TRUE,tdethr64@k12.ca.edu,4,24,28,Senior,TRUE,2014,87335,0,1928,17444,106707,2015-04-30,2026-05-02 17:38:12
11588,Julieta Boering,4,San Francisco Unified,94102,2004-09-06,Bachelor   ,FALSE,TRUE,jboeri46@k12.ca.edu,3,21,24,Senior,TRUE,2014,52267,0,12524,12765,77556,2014-12-02,2026-05-02 17:38:12
11599,Kitti Lanzarotta,1,Ontario-Montclair,91762,1992-09-28,Bachelor   ,TRUE,FALSE,klanza56@k12.ca.edu,6,33,39,Senior,TRUE,2014,113820,0,330,10254,124404,2015-03-25,2026-05-02 17:38:12
11605,Lidia Bradach,4,San Francisco Unified,94102,1994-05-19,Bachelor   ,FALSE,TRUE,lbrada60@k12.ca.edu,3,31,34,Senior,TRUE,2014,65262,0,9780,13634,88676,2015-01-18,2026-05-02 17:38:12
11610,Annelise Pastore,2,Compton Unified,90059,2013-01-29,Bachelor   ,FALSE,TRUE,apasto10@k12.ca.edu,1,13,14,Mid-Senior,TRUE,2014,19014,0,0,1688,20702,2014-11-28,2026-05-02 17:38:12
11611,Gregoire Drum,1,Ontario-Montclair,91762,2009-06-01,Bachelor   ,FALSE,TRUE,gdrum94@k12.ca.edu,2,16,18,Mid-Senior,TRUE,2014,49739,0,0,19707,69446,2015-03-29,2026-05-02 17:38:12
11624,Coretta Stephens,1,Ontario-Montclair,91762,2005-08-25,Bachelor   ,FALSE,TRUE,csteph36@k12.ca.edu,2,20,22,Senior,TRUE,2014,33415,0,11430,6117,50962,2015-04-20,2026-05-02 17:38:12
11625,Raeann Britz,4,San Francisco Unified,94102,2013-08-27,Bachelor   ,FALSE,TRUE,rbritz85@k12.ca.edu,1,12,13,Mid-Senior,TRUE,2014,14259,0,2954,4132,21345,2015-01-01,2026-05-02 17:38:12
11628,Wit Mcclintock,1,Ontario-Montclair,91762,2004-08-08,Bachelor   ,FALSE,TRUE,wmccli28@k12.ca.edu,1,21,22,Senior,TRUE,2014,28117,0,11203,5137,44457,2015-08-24,2026-05-02 17:38:12
11634,Scarface Knafl,1,Ontario-Montclair,91762,1996-12-15,Master     ,FALSE,TRUE,sknafl53@k12.ca.edu,4,29,33,Senior,TRUE,2014,82925,0,2192,22445,107562,2015-06-29,2026-05-02 17:38:12
11644,Kristi Hanlon,4,San Francisco Unified,94102,2014-08-31,Bachelor   ,FALSE,TRUE,khanlo61@k12.ca.eDu,3,11,14,Mid-Senior,TRUE,2014,68834,0,16394,16970,102198,2015-04-03,2026-05-02 17:38:12
11649,Agata Jacoby,4,San Francisco Unified,94102,2007-10-07,Bachelor   ,FALSE,TRUE,ajacob75@k12.ca.EDU,3,18,21,Mid-Senior,TRUE,2014,56300,0,6911,15102,78313,2015-04-13,2026-05-02 17:38:12
